created_at,created_at,station.uuid,rssi,us_units
2014-10-27 07:16:56,2014-10-27 07:16:56,42,121,1
2014-10-27 07:18:50,2014-10-27 07:18:50,1337,83,1
2014-10-27 07:21:04,2014-10-27 07:21:04,202481588171316,0,1
2014-10-27 07:21:56,2014-10-27 07:21:56,42,109,1
2014-10-27 07:23:50,2014-10-27 07:23:50,1337,89,1
2014-10-27 07:26:56,2014-10-27 07:26:56,42,114,1
2014-10-27 07:27:04,2014-10-27 07:27:04,202481588171316,0,1
2014-10-27 07:28:50,2014-10-27 07:28:50,1337,87,1
2014-10-27 07:31:57,2014-10-27 07:31:57,42,115,1
2014-10-27 07:33:01,2014-10-27 07:33:01,202481588171316,0,1
2014-10-27 07:33:50,2014-10-27 07:33:50,1337,85,1
2014-10-27 07:36:56,2014-10-27 07:36:56,42,109,1
2014-10-27 07:38:04,2014-10-27 07:38:04,202481588171316,0,1
2014-10-27 07:38:50,2014-10-27 07:38:50,1337,92,1
2014-10-27 07:41:56,2014-10-27 07:41:56,42,112,1
2014-10-27 07:43:54,2014-10-27 07:43:54,1337,86,1
2014-10-27 07:44:04,2014-10-27 07:44:04,202481588171316,0,1
2014-10-27 07:46:57,2014-10-27 07:46:57,42,118,1
2014-10-27 07:48:51,2014-10-27 07:48:51,1337,86,1
2014-10-27 07:50:03,2014-10-27 07:50:03,202481588171316,0,1
2014-10-27 07:51:57,2014-10-27 07:51:57,42,115,1
2014-10-27 07:53:51,2014-10-27 07:53:51,1337,91,1
2014-10-27 07:56:04,2014-10-27 07:56:04,202481588171316,0,1
2014-10-27 07:56:57,2014-10-27 07:56:57,42,113,1
2014-10-27 07:58:51,2014-10-27 07:58:51,1337,88,1
2014-10-27 08:01:57,2014-10-27 08:01:57,42,110,1
2014-10-27 08:02:04,2014-10-27 08:02:04,202481588171316,0,1
2014-10-27 08:03:51,2014-10-27 08:03:51,1337,90,1
2014-10-27 08:06:57,2014-10-27 08:06:57,42,121,1
2014-10-27 08:08:01,2014-10-27 08:08:01,202481588171316,0,1
2014-10-27 08:08:51,2014-10-27 08:08:51,1337,91,1
2014-10-27 08:11:57,2014-10-27 08:11:57,42,114,1
2014-10-27 08:13:03,2014-10-27 08:13:03,202481588171316,0,1
2014-10-27 08:13:51,2014-10-27 08:13:51,1337,85,1
2014-10-27 08:16:57,2014-10-27 08:16:57,42,113,1
2014-10-27 08:18:51,2014-10-27 08:18:51,1337,80,1
2014-10-27 08:19:03,2014-10-27 08:19:03,202481588171316,0,1
2014-10-27 08:21:58,2014-10-27 08:21:58,42,117,1
2014-10-27 08:23:51,2014-10-27 08:23:51,1337,81,1
2014-10-27 08:25:02,2014-10-27 08:25:02,202481588171316,0,1
2014-10-27 08:26:57,2014-10-27 08:26:57,42,55,1
2014-10-27 08:26:59,2014-10-27 08:26:59,42,107,1
2014-10-27 08:28:51,2014-10-27 08:28:51,1337,85,1
2014-10-27 08:31:04,2014-10-27 08:31:04,202481588171316,0,1
2014-10-27 08:31:57,2014-10-27 08:31:57,42,109,1
2014-10-27 08:33:51,2014-10-27 08:33:51,1337,82,1
2014-10-27 08:36:57,2014-10-27 08:36:57,42,105,1
2014-10-27 08:37:03,2014-10-27 08:37:03,202481588171316,0,1
2014-10-27 08:38:51,2014-10-27 08:38:51,1337,91,1
2014-10-27 08:41:58,2014-10-27 08:41:58,42,117,1
2014-10-27 08:43:01,2014-10-27 08:43:01,202481588171316,0,1
2014-10-27 08:43:51,2014-10-27 08:43:51,1337,91,1
2014-10-27 08:46:58,2014-10-27 08:46:58,42,107,1
2014-10-27 08:48:03,2014-10-27 08:48:03,202481588171316,0,1
2014-10-27 08:48:51,2014-10-27 08:48:51,1337,82,1
2014-10-27 08:51:58,2014-10-27 08:51:58,42,108,1
2014-10-27 08:53:51,2014-10-27 08:53:51,1337,91,1
2014-10-27 08:54:03,2014-10-27 08:54:03,202481588171316,0,1
2014-10-27 08:56:58,2014-10-27 08:56:58,42,114,1
2014-10-27 08:58:51,2014-10-27 08:58:51,1337,79,1
2014-10-27 09:00:02,2014-10-27 09:00:02,202481588171316,0,1
2014-10-27 09:01:58,2014-10-27 09:01:58,42,120,1
2014-10-27 09:03:52,2014-10-27 09:03:52,1337,87,1
2014-10-27 09:06:03,2014-10-27 09:06:03,202481588171316,0,1
2014-10-27 09:06:58,2014-10-27 09:06:58,42,114,1
2014-10-27 09:08:52,2014-10-27 09:08:52,1337,91,1
2014-10-27 09:11:59,2014-10-27 09:11:59,42,116,1
2014-10-27 09:12:03,2014-10-27 09:12:03,202481588171316,0,1
2014-10-27 09:13:52,2014-10-27 09:13:52,1337,80,1
2014-10-27 09:17:03,2014-10-27 09:17:03,42,103,1
2014-10-27 09:18:01,2014-10-27 09:18:01,202481588171316,0,1
2014-10-27 09:18:52,2014-10-27 09:18:52,1337,90,1
2014-10-27 09:21:58,2014-10-27 09:21:58,42,108,1
2014-10-27 09:23:03,2014-10-27 09:23:03,202481588171316,0,1
2014-10-27 09:23:52,2014-10-27 09:23:52,1337,84,1
2014-10-27 09:26:59,2014-10-27 09:26:59,42,108,1
2014-10-27 09:28:52,2014-10-27 09:28:52,1337,89,1
2014-10-27 09:29:03,2014-10-27 09:29:03,202481588171316,0,1
2014-10-27 09:31:59,2014-10-27 09:31:59,42,103,1
2014-10-27 09:33:52,2014-10-27 09:33:52,1337,83,1
2014-10-27 09:35:03,2014-10-27 09:35:03,202481588171316,0,1
2014-10-27 09:36:59,2014-10-27 09:36:59,42,103,1
2014-10-27 09:38:52,2014-10-27 09:38:52,1337,89,1
2014-10-27 09:41:03,2014-10-27 09:41:03,202481588171316,0,1
2014-10-27 09:41:59,2014-10-27 09:41:59,42,121,1
2014-10-27 09:43:52,2014-10-27 09:43:52,1337,87,1
2014-10-27 09:46:59,2014-10-27 09:46:59,42,109,1
2014-10-27 09:47:04,2014-10-27 09:47:04,202481588171316,0,1
2014-10-27 09:48:52,2014-10-27 09:48:52,1337,83,1
2014-10-27 09:51:59,2014-10-27 09:51:59,42,117,1
2014-10-27 09:53:01,2014-10-27 09:53:01,202481588171316,0,1
2014-10-27 09:53:52,2014-10-27 09:53:52,1337,83,1
2014-10-27 09:57:01,2014-10-27 09:57:01,42,48,1
2014-10-27 09:57:02,2014-10-27 09:57:02,42,114,1
2014-10-27 09:58:03,2014-10-27 09:58:03,202481588171316,0,1
2014-10-27 09:58:52,2014-10-27 09:58:52,1337,89,1
2014-10-27 10:01:59,2014-10-27 10:01:59,42,111,1
2014-10-27 10:03:52,2014-10-27 10:03:52,1337,81,1
2014-10-27 10:04:02,2014-10-27 10:04:02,202481588171316,0,1
2014-10-27 10:06:59,2014-10-27 10:06:59,42,111,1
2014-10-27 10:08:52,2014-10-27 10:08:52,1337,83,1
2014-10-27 10:10:02,2014-10-27 10:10:02,202481588171316,0,1
2014-10-27 10:11:59,2014-10-27 10:11:59,42,119,1
2014-10-27 10:13:52,2014-10-27 10:13:52,1337,82,1
2014-10-27 10:16:03,2014-10-27 10:16:03,202481588171316,0,1
2014-10-27 10:17:00,2014-10-27 10:17:00,42,116,1
2014-10-27 10:18:52,2014-10-27 10:18:52,1337,69,1
2014-10-27 10:21:59,2014-10-27 10:21:59,42,115,1
2014-10-27 10:22:04,2014-10-27 10:22:04,202481588171316,0,1
2014-10-27 10:23:52,2014-10-27 10:23:52,1337,89,1
2014-10-27 10:27:00,2014-10-27 10:27:00,42,110,1
2014-10-27 10:28:04,2014-10-27 10:28:04,202481588171316,0,1
2014-10-27 10:28:52,2014-10-27 10:28:52,1337,84,1
2014-10-27 10:32:00,2014-10-27 10:32:00,42,121,1
2014-10-27 10:33:52,2014-10-27 10:33:52,1337,77,1
2014-10-27 10:34:03,2014-10-27 10:34:03,202481588171316,0,1
2014-10-27 10:37:00,2014-10-27 10:37:00,42,109,1
2014-10-27 10:38:52,2014-10-27 10:38:52,1337,72,1
2014-10-27 10:40:04,2014-10-27 10:40:04,202481588171316,0,1
2014-10-27 10:42:00,2014-10-27 10:42:00,42,116,1
2014-10-27 10:43:52,2014-10-27 10:43:52,1337,76,1
2014-10-27 10:46:04,2014-10-27 10:46:04,202481588171316,0,1
2014-10-27 10:47:00,2014-10-27 10:47:00,42,118,1
2014-10-27 10:48:52,2014-10-27 10:48:52,1337,88,1
2014-10-27 10:52:00,2014-10-27 10:52:00,42,113,1
2014-10-27 10:52:03,2014-10-27 10:52:03,202481588171316,0,1
2014-10-27 10:53:53,2014-10-27 10:53:53,1337,72,1
2014-10-27 10:57:00,2014-10-27 10:57:00,42,109,1
2014-10-27 10:58:04,2014-10-27 10:58:04,202481588171316,0,1
2014-10-27 10:58:53,2014-10-27 10:58:53,1337,73,1
2014-10-27 11:02:00,2014-10-27 11:02:00,42,102,1
2014-10-27 11:03:53,2014-10-27 11:03:53,1337,76,1
2014-10-27 11:04:04,2014-10-27 11:04:04,202481588171316,0,1
2014-10-27 11:07:00,2014-10-27 11:07:00,42,116,1
2014-10-27 11:08:53,2014-10-27 11:08:53,1337,83,1
2014-10-27 11:10:01,2014-10-27 11:10:01,202481588171316,0,1
2014-10-27 11:12:00,2014-10-27 11:12:00,42,104,1
2014-10-27 11:13:53,2014-10-27 11:13:53,1337,78,1
2014-10-27 11:15:04,2014-10-27 11:15:04,202481588171316,0,1
2014-10-27 11:17:00,2014-10-27 11:17:00,42,109,1
2014-10-27 11:18:53,2014-10-27 11:18:53,1337,84,1
2014-10-27 11:21:03,2014-10-27 11:21:03,202481588171316,0,1
2014-10-27 11:22:01,2014-10-27 11:22:01,42,115,1
2014-10-27 11:23:53,2014-10-27 11:23:53,1337,88,1
2014-10-27 11:27:01,2014-10-27 11:27:01,42,113,1
2014-10-27 11:27:01,2014-10-27 11:27:01,42,55,1
2014-10-27 11:27:02,2014-10-27 11:27:02,202481588171316,0,1
2014-10-27 11:28:53,2014-10-27 11:28:53,1337,76,1
2014-10-27 11:32:01,2014-10-27 11:32:01,42,115,1
2014-10-27 11:33:03,2014-10-27 11:33:03,202481588171316,0,1
2014-10-27 11:33:53,2014-10-27 11:33:53,1337,80,1
2014-10-27 11:37:01,2014-10-27 11:37:01,42,104,1
2014-10-27 11:38:53,2014-10-27 11:38:53,1337,89,1
2014-10-27 11:39:04,2014-10-27 11:39:04,202481588171316,0,1
2014-10-27 11:42:01,2014-10-27 11:42:01,42,105,1
2014-10-27 11:43:53,2014-10-27 11:43:53,1337,83,1
2014-10-27 11:45:04,2014-10-27 11:45:04,202481588171316,0,1
2014-10-27 11:47:01,2014-10-27 11:47:01,42,108,1
2014-10-27 11:48:53,2014-10-27 11:48:53,1337,84,1
2014-10-27 11:51:04,2014-10-27 11:51:04,202481588171316,0,1
2014-10-27 11:52:01,2014-10-27 11:52:01,42,105,1
2014-10-27 11:53:53,2014-10-27 11:53:53,1337,88,1
2014-10-27 11:57:02,2014-10-27 11:57:02,42,104,1
2014-10-27 11:57:04,2014-10-27 11:57:04,202481588171316,0,1
2014-10-27 11:58:53,2014-10-27 11:58:53,1337,85,1
2014-10-27 12:02:01,2014-10-27 12:02:01,42,105,1
2014-10-27 12:03:04,2014-10-27 12:03:04,202481588171316,0,1
2014-10-27 12:03:53,2014-10-27 12:03:53,1337,85,1
2014-10-27 12:07:01,2014-10-27 12:07:01,42,113,1
2014-10-27 12:08:54,2014-10-27 12:08:54,1337,83,1
2014-10-27 12:09:02,2014-10-27 12:09:02,202481588171316,0,1
2014-10-27 12:12:02,2014-10-27 12:12:02,42,120,1
2014-10-27 12:13:54,2014-10-27 12:13:54,1337,75,1
2014-10-27 12:15:03,2014-10-27 12:15:03,202481588171316,0,1
2014-10-27 12:17:02,2014-10-27 12:17:02,42,117,1
2014-10-27 12:18:54,2014-10-27 12:18:54,1337,83,1
2014-10-27 12:21:03,2014-10-27 12:21:03,202481588171316,0,1
2014-10-27 12:22:02,2014-10-27 12:22:02,42,120,1
2014-10-27 12:23:54,2014-10-27 12:23:54,1337,84,1
2014-10-27 12:27:02,2014-10-27 12:27:02,42,107,1
2014-10-27 12:27:03,2014-10-27 12:27:03,202481588171316,0,1
2014-10-27 12:28:54,2014-10-27 12:28:54,1337,84,1
2014-10-27 12:32:02,2014-10-27 12:32:02,42,112,1
2014-10-27 12:33:03,2014-10-27 12:33:03,202481588171316,0,1
2014-10-27 12:33:54,2014-10-27 12:33:54,1337,89,1
2014-10-27 12:37:02,2014-10-27 12:37:02,42,119,1
2014-10-27 12:38:54,2014-10-27 12:38:54,1337,78,1
2014-10-27 12:39:03,2014-10-27 12:39:03,202481588171316,0,1
2014-10-27 12:42:02,2014-10-27 12:42:02,42,107,1
2014-10-27 12:43:54,2014-10-27 12:43:54,1337,70,1
2014-10-27 12:45:03,2014-10-27 12:45:03,202481588171316,0,1
2014-10-27 12:47:02,2014-10-27 12:47:02,42,117,1
2014-10-27 12:48:55,2014-10-27 12:48:55,1337,78,1
2014-10-27 12:51:03,2014-10-27 12:51:03,202481588171316,0,1
2014-10-27 12:52:02,2014-10-27 12:52:02,42,105,1
2014-10-27 12:53:54,2014-10-27 12:53:54,1337,71,1
2014-10-27 12:57:02,2014-10-27 12:57:02,42,117,1
2014-10-27 12:57:03,2014-10-27 12:57:03,202481588171316,0,1
2014-10-27 12:58:54,2014-10-27 12:58:54,1337,73,1
2014-10-27 13:02:02,2014-10-27 13:02:02,42,48,1
2014-10-27 13:02:03,2014-10-27 13:02:03,42,111,1
2014-10-27 13:03:03,2014-10-27 13:03:03,202481588171316,0,1
2014-10-27 13:03:54,2014-10-27 13:03:54,1337,89,1
2014-10-27 13:07:02,2014-10-27 13:07:02,42,116,1
2014-10-27 13:08:54,2014-10-27 13:08:54,1337,81,1
2014-10-27 13:09:01,2014-10-27 13:09:01,202481588171316,0,1
2014-10-27 13:12:02,2014-10-27 13:12:02,42,104,1
2014-10-27 13:13:54,2014-10-27 13:13:54,1337,73,1
2014-10-27 13:14:03,2014-10-27 13:14:03,202481588171316,0,1
2014-10-27 13:17:03,2014-10-27 13:17:03,42,118,1
2014-10-27 13:18:54,2014-10-27 13:18:54,1337,84,1
2014-10-27 13:20:04,2014-10-27 13:20:04,202481588171316,0,1
2014-10-27 13:22:03,2014-10-27 13:22:03,42,107,1
2014-10-27 13:23:54,2014-10-27 13:23:54,1337,85,1
2014-10-27 13:26:02,2014-10-27 13:26:02,202481588171316,0,1
2014-10-27 13:27:08,2014-10-27 13:27:08,42,103,1
2014-10-27 13:28:55,2014-10-27 13:28:55,1337,83,1
2014-10-27 13:32:03,2014-10-27 13:32:03,202481588171316,0,1
2014-10-27 13:32:03,2014-10-27 13:32:03,42,107,1
2014-10-27 13:33:55,2014-10-27 13:33:55,1337,89,1
2014-10-27 13:37:03,2014-10-27 13:37:03,42,102,1
2014-10-27 13:38:03,2014-10-27 13:38:03,202481588171316,0,1
2014-10-27 13:38:55,2014-10-27 13:38:55,1337,83,1
2014-10-27 13:42:03,2014-10-27 13:42:03,42,107,1
2014-10-27 13:43:55,2014-10-27 13:43:55,1337,77,1
2014-10-27 13:44:03,2014-10-27 13:44:03,202481588171316,0,1
2014-10-27 13:47:03,2014-10-27 13:47:03,42,120,1
2014-10-27 13:48:55,2014-10-27 13:48:55,1337,79,1
2014-10-27 13:50:04,2014-10-27 13:50:04,202481588171316,0,1
2014-10-27 13:52:03,2014-10-27 13:52:03,42,123,1
2014-10-27 13:53:55,2014-10-27 13:53:55,1337,91,1
2014-10-27 13:56:03,2014-10-27 13:56:03,202481588171316,0,1
2014-10-27 13:57:03,2014-10-27 13:57:03,42,115,1
2014-10-27 13:58:55,2014-10-27 13:58:55,1337,81,1
2014-10-27 14:02:03,2014-10-27 14:02:03,42,109,1
2014-10-27 14:02:04,2014-10-27 14:02:04,202481588171316,0,1
2014-10-27 14:03:55,2014-10-27 14:03:55,1337,84,1
2014-10-27 14:07:04,2014-10-27 14:07:04,42,108,1
2014-10-27 14:08:03,2014-10-27 14:08:03,202481588171316,0,1
2014-10-27 14:08:55,2014-10-27 14:08:55,1337,89,1
2014-10-27 14:12:04,2014-10-27 14:12:04,42,110,1
2014-10-27 14:13:55,2014-10-27 14:13:55,1337,86,1
2014-10-27 14:14:01,2014-10-27 14:14:01,202481588171316,0,1
2014-10-27 14:17:04,2014-10-27 14:17:04,42,119,1
2014-10-27 14:18:55,2014-10-27 14:18:55,1337,90,1
2014-10-27 14:20:04,2014-10-27 14:20:04,202481588171316,0,1
2014-10-27 14:22:04,2014-10-27 14:22:04,42,102,1
2014-10-27 14:23:55,2014-10-27 14:23:55,1337,86,1
2014-10-27 14:26:01,2014-10-27 14:26:01,202481588171316,0,1
2014-10-27 14:27:04,2014-10-27 14:27:04,42,108,1
2014-10-27 14:28:55,2014-10-27 14:28:55,1337,79,1
2014-10-27 14:31:04,2014-10-27 14:31:04,202481588171316,0,1
2014-10-27 14:32:04,2014-10-27 14:32:04,42,112,1
2014-10-27 14:33:55,2014-10-27 14:33:55,1337,87,1
2014-10-27 14:37:03,2014-10-27 14:37:03,202481588171316,0,1
2014-10-27 14:37:04,2014-10-27 14:37:04,42,117,1
2014-10-27 14:38:56,2014-10-27 14:38:56,1337,75,1
2014-10-27 14:42:04,2014-10-27 14:42:04,42,116,1
2014-10-27 14:43:03,2014-10-27 14:43:03,202481588171316,0,1
2014-10-27 14:43:56,2014-10-27 14:43:56,1337,81,1
2014-10-27 14:47:04,2014-10-27 14:47:04,42,116,1
2014-10-27 14:48:56,2014-10-27 14:48:56,1337,82,1
2014-10-27 14:49:03,2014-10-27 14:49:03,202481588171316,0,1
2014-10-27 14:52:04,2014-10-27 14:52:04,42,108,1
2014-10-27 14:53:56,2014-10-27 14:53:56,1337,81,1
2014-10-27 14:55:03,2014-10-27 14:55:03,202481588171316,0,1
2014-10-27 14:57:04,2014-10-27 14:57:04,42,113,1
2014-10-27 14:58:56,2014-10-27 14:58:56,1337,75,1
2014-10-27 15:01:03,2014-10-27 15:01:03,202481588171316,0,1
2014-10-27 15:02:05,2014-10-27 15:02:05,42,117,1
2014-10-27 15:03:56,2014-10-27 15:03:56,1337,83,1
2014-10-27 15:07:00,2014-10-27 15:07:00,202481588171316,0,1
2014-10-27 15:07:04,2014-10-27 15:07:04,42,113,1
2014-10-27 15:08:56,2014-10-27 15:08:56,1337,89,1
2014-10-27 15:12:03,2014-10-27 15:12:03,202481588171316,0,1
2014-10-27 15:12:09,2014-10-27 15:12:09,42,115,1
2014-10-27 15:13:57,2014-10-27 15:13:57,1337,86,1
2014-10-27 15:17:05,2014-10-27 15:17:05,42,102,1
2014-10-27 15:18:04,2014-10-27 15:18:04,202481588171316,0,1
2014-10-27 15:18:56,2014-10-27 15:18:56,1337,79,1
2014-10-27 15:22:05,2014-10-27 15:22:05,42,111,1
2014-10-27 15:23:56,2014-10-27 15:23:56,1337,76,1
2014-10-27 15:24:04,2014-10-27 15:24:04,202481588171316,0,1
2014-10-27 15:27:05,2014-10-27 15:27:05,42,107,1
2014-10-27 15:28:56,2014-10-27 15:28:56,1337,80,1
2014-10-27 15:30:02,2014-10-27 15:30:02,202481588171316,0,1
2014-10-27 15:32:05,2014-10-27 15:32:05,42,109,1
2014-10-27 15:33:57,2014-10-27 15:33:57,1337,84,1
2014-10-27 15:36:04,2014-10-27 15:36:04,202481588171316,0,1
2014-10-27 15:37:05,2014-10-27 15:37:05,42,95,1
2014-10-27 15:38:57,2014-10-27 15:38:57,1337,85,1
2014-10-27 15:42:03,2014-10-27 15:42:03,202481588171316,0,1
2014-10-27 15:42:05,2014-10-27 15:42:05,42,117,1
2014-10-27 15:43:57,2014-10-27 15:43:57,1337,85,1
2014-10-27 15:47:05,2014-10-27 15:47:05,42,119,1
2014-10-27 15:48:04,2014-10-27 15:48:04,202481588171316,0,1
2014-10-27 15:48:57,2014-10-27 15:48:57,1337,85,1
2014-10-27 15:52:05,2014-10-27 15:52:05,42,112,1
2014-10-27 15:53:57,2014-10-27 15:53:57,1337,84,1
2014-10-27 15:54:04,2014-10-27 15:54:04,202481588171316,0,1
2014-10-27 15:57:05,2014-10-27 15:57:05,42,115,1
2014-10-27 15:58:57,2014-10-27 15:58:57,1337,85,1
2014-10-27 16:00:00,2014-10-27 16:00:00,202481588171316,0,1
2014-10-27 16:02:06,2014-10-27 16:02:06,42,102,1
2014-10-27 16:03:57,2014-10-27 16:03:57,1337,89,1
2014-10-27 16:05:14,2014-10-27 16:05:14,202481588171316,0,1
2014-10-27 16:07:07,2014-10-27 16:07:07,42,113,1
2014-10-27 16:08:57,2014-10-27 16:08:57,1337,89,1
2014-10-27 16:11:01,2014-10-27 16:11:01,202481588171316,0,1
2014-10-27 16:12:06,2014-10-27 16:12:06,42,120,1
2014-10-27 16:13:57,2014-10-27 16:13:57,1337,80,1
2014-10-27 16:16:04,2014-10-27 16:16:04,202481588171316,0,1
2014-10-27 16:17:06,2014-10-27 16:17:06,42,116,1
2014-10-27 16:18:57,2014-10-27 16:18:57,1337,83,1
2014-10-27 16:22:04,2014-10-27 16:22:04,202481588171316,0,1
2014-10-27 16:22:06,2014-10-27 16:22:06,42,117,1
2014-10-27 16:23:58,2014-10-27 16:23:58,1337,89,1
2014-10-27 16:27:06,2014-10-27 16:27:06,42,112,1
2014-10-27 16:28:03,2014-10-27 16:28:03,202481588171316,0,1
2014-10-27 16:28:58,2014-10-27 16:28:58,1337,84,1
2014-10-27 16:32:06,2014-10-27 16:32:06,42,103,1
2014-10-27 16:33:58,2014-10-27 16:33:58,1337,88,1
2014-10-27 16:34:03,2014-10-27 16:34:03,202481588171316,0,1
2014-10-27 16:37:06,2014-10-27 16:37:06,42,105,1
2014-10-27 16:38:58,2014-10-27 16:38:58,1337,83,1
2014-10-27 16:40:03,2014-10-27 16:40:03,202481588171316,0,1
2014-10-27 16:42:11,2014-10-27 16:42:11,42,119,1
2014-10-27 16:43:58,2014-10-27 16:43:58,1337,72,1
2014-10-27 16:46:02,2014-10-27 16:46:02,202481588171316,0,1
2014-10-27 16:47:07,2014-10-27 16:47:07,42,99,1
2014-10-27 16:48:58,2014-10-27 16:48:58,1337,89,1
2014-10-27 16:51:04,2014-10-27 16:51:04,202481588171316,0,1
2014-10-27 16:52:07,2014-10-27 16:52:07,42,84,1
2014-10-27 16:53:58,2014-10-27 16:53:58,1337,87,1
2014-10-27 16:57:04,2014-10-27 16:57:04,202481588171316,0,1
2014-10-27 16:57:07,2014-10-27 16:57:07,42,108,1
2014-10-27 16:58:58,2014-10-27 16:58:58,1337,83,1
2014-10-27 17:02:07,2014-10-27 17:02:07,42,116,1
2014-10-27 17:03:02,2014-10-27 17:03:02,202481588171316,0,1
2014-10-27 17:03:58,2014-10-27 17:03:58,1337,73,1
2014-10-27 17:07:07,2014-10-27 17:07:07,42,104,1
2014-10-27 17:08:58,2014-10-27 17:08:58,1337,81,1
2014-10-27 17:09:03,2014-10-27 17:09:03,202481588171316,0,1
2014-10-27 17:12:07,2014-10-27 17:12:07,42,117,1
2014-10-27 17:13:58,2014-10-27 17:13:58,1337,74,1
2014-10-27 17:15:04,2014-10-27 17:15:04,202481588171316,0,1
2014-10-27 17:17:07,2014-10-27 17:17:07,42,110,1
2014-10-27 17:18:58,2014-10-27 17:18:58,1337,82,1
2014-10-27 17:21:04,2014-10-27 17:21:04,202481588171316,0,1
2014-10-27 17:22:07,2014-10-27 17:22:07,42,98,1
2014-10-27 17:24:03,2014-10-27 17:24:03,1337,88,1
2014-10-27 17:27:03,2014-10-27 17:27:03,202481588171316,0,1
2014-10-27 17:27:07,2014-10-27 17:27:07,42,114,1
2014-10-27 17:28:59,2014-10-27 17:28:59,1337,85,1
2014-10-27 17:32:07,2014-10-27 17:32:07,42,50,1
2014-10-27 17:32:08,2014-10-27 17:32:08,42,120,1
2014-10-27 17:33:03,2014-10-27 17:33:03,202481588171316,0,1
2014-10-27 17:33:59,2014-10-27 17:33:59,1337,87,1
2014-10-27 17:37:07,2014-10-27 17:37:07,42,46,1
2014-10-27 17:37:08,2014-10-27 17:37:08,42,113,1
2014-10-27 17:38:59,2014-10-27 17:38:59,1337,85,1
2014-10-27 17:39:03,2014-10-27 17:39:03,202481588171316,0,1
2014-10-27 17:42:08,2014-10-27 17:42:08,42,119,1
2014-10-27 17:43:59,2014-10-27 17:43:59,1337,69,1
2014-10-27 17:45:02,2014-10-27 17:45:02,202481588171316,0,1
2014-10-27 17:47:08,2014-10-27 17:47:08,42,108,1
2014-10-27 17:48:59,2014-10-27 17:48:59,1337,83,1
2014-10-27 17:51:03,2014-10-27 17:51:03,202481588171316,0,1
2014-10-27 17:52:08,2014-10-27 17:52:08,42,112,1
2014-10-27 17:53:59,2014-10-27 17:53:59,1337,84,1
2014-10-27 17:57:04,2014-10-27 17:57:04,202481588171316,0,1
2014-10-27 17:57:08,2014-10-27 17:57:08,42,106,1
2014-10-27 17:58:59,2014-10-27 17:58:59,1337,85,1
2014-10-27 18:02:08,2014-10-27 18:02:08,42,107,1
2014-10-27 18:03:01,2014-10-27 18:03:01,202481588171316,0,1
2014-10-27 18:03:59,2014-10-27 18:03:59,1337,88,1
2014-10-27 18:07:08,2014-10-27 18:07:08,42,121,1
2014-10-27 18:08:04,2014-10-27 18:08:04,202481588171316,0,1
2014-10-27 18:08:59,2014-10-27 18:08:59,1337,83,1
2014-10-27 18:12:08,2014-10-27 18:12:08,42,117,1
2014-10-27 18:13:59,2014-10-27 18:13:59,1337,85,1
2014-10-27 18:14:04,2014-10-27 18:14:04,202481588171316,0,1
2014-10-27 18:17:08,2014-10-27 18:17:08,42,117,1
2014-10-27 18:19:00,2014-10-27 18:19:00,1337,85,1
2014-10-27 18:20:02,2014-10-27 18:20:02,202481588171316,0,1
2014-10-27 18:22:08,2014-10-27 18:22:08,42,107,1
2014-10-27 18:24:00,2014-10-27 18:24:00,1337,84,1
2014-10-27 18:26:03,2014-10-27 18:26:03,202481588171316,0,1
2014-10-27 18:27:08,2014-10-27 18:27:08,42,103,1
2014-10-27 18:29:00,2014-10-27 18:29:00,1337,88,1
2014-10-27 18:32:04,2014-10-27 18:32:04,202481588171316,0,1
2014-10-27 18:32:08,2014-10-27 18:32:08,42,120,1
2014-10-27 18:34:00,2014-10-27 18:34:00,1337,85,1
2014-10-27 18:37:09,2014-10-27 18:37:09,42,116,1
2014-10-27 18:38:01,2014-10-27 18:38:01,202481588171316,0,1
2014-10-27 18:39:00,2014-10-27 18:39:00,1337,88,1
2014-10-27 18:42:09,2014-10-27 18:42:09,42,111,1
2014-10-27 18:43:03,2014-10-27 18:43:03,202481588171316,0,1
2014-10-27 18:44:00,2014-10-27 18:44:00,1337,85,1
2014-10-27 18:47:09,2014-10-27 18:47:09,42,99,1
2014-10-27 18:49:00,2014-10-27 18:49:00,1337,88,1
2014-10-27 18:49:03,2014-10-27 18:49:03,202481588171316,0,1
2014-10-27 18:54:00,2014-10-27 18:54:00,1337,84,1
2014-10-27 18:55:03,2014-10-27 18:55:03,202481588171316,0,1
2014-10-27 18:59:00,2014-10-27 18:59:00,1337,67,1
2014-10-27 19:01:03,2014-10-27 19:01:03,202481588171316,0,1
2014-10-27 19:04:00,2014-10-27 19:04:00,1337,89,1
2014-10-27 19:07:03,2014-10-27 19:07:03,202481588171316,0,1
2014-10-27 19:09:01,2014-10-27 19:09:01,1337,84,1
2014-10-27 19:13:01,2014-10-27 19:13:01,202481588171316,0,1
2014-10-27 19:14:01,2014-10-27 19:14:01,1337,75,1
2014-10-27 19:18:03,2014-10-27 19:18:03,202481588171316,0,1
2014-10-27 19:19:01,2014-10-27 19:19:01,1337,66,1
2014-10-27 19:24:01,2014-10-27 19:24:01,1337,77,1
2014-10-27 19:24:03,2014-10-27 19:24:03,202481588171316,0,1
2014-10-27 19:29:01,2014-10-27 19:29:01,1337,69,1
